PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
67207	i	ultra-long creaky unrounded close front vowel	+	asjp	0					
67208	a	ultra-long creaky unrounded open front vowel	+	asjp	0					
67209	u	ultra-long rounded close back vowel	+	asjp	0					
67210	u	ultra-long rounded close back with-falling_tone vowel	+	asjp	0					
67211	u	ultra-long rounded close back with-high_tone vowel	+	asjp	0					
67212	u	ultra-long rounded close back with-low_tone vowel	+	asjp	0					
67213	u	ultra-long rounded close back with-rising_tone vowel	+	asjp	0					
67214	i	ultra-long rounded close front vowel	+	asjp	0					
67215	o	ultra-long rounded close-mid back vowel	+	asjp	0					
67216	o	ultra-long rounded close-mid back with-falling_tone vowel	+	asjp	0					
67217	o	ultra-long rounded close-mid back with-high_tone vowel	+	asjp	0					
67218	o	ultra-long rounded close-mid back with-low_tone vowel	+	asjp	0					
67219	o	ultra-long rounded close-mid back with-rising_tone vowel	+	asjp	0					
67220	e	ultra-long rounded close-mid front vowel	+	asjp	0					
67221	o	ultra-long rounded open-mid back vowel	+	asjp	0					
67222	o	ultra-long rounded open-mid back with-falling_tone vowel	+	asjp	0					
67223	o	ultra-long rounded open-mid back with-high_tone vowel	+	asjp	0					
67224	o	ultra-long rounded open-mid back with-low_tone vowel	+	asjp	0					
67225	o	ultra-long rounded open-mid back with-rising_tone vowel	+	asjp	0					
67226	i	ultra-long unrounded close front vowel	+	asjp	0					
67227	i	ultra-long unrounded close front with-falling_tone vowel	+	asjp	0					
67228	i	ultra-long unrounded close front with-high_tone vowel	+	asjp	0					
67229	i	ultra-long unrounded close front with-low_tone vowel	+	asjp	0					
67230	i	ultra-long unrounded close front with-rising_tone vowel	+	asjp	0					
67231	o	ultra-long unrounded close-mid back vowel	+	asjp	0					
67232	e	ultra-long unrounded close-mid front vowel	+	asjp	0					
67233	e	ultra-long unrounded close-mid front with-falling_tone vowel	+	asjp	0					
67234	e	ultra-long unrounded close-mid front with-high_tone vowel	+	asjp	0					
67235	e	ultra-long unrounded close-mid front with-low_tone vowel	+	asjp	0					
67236	e	ultra-long unrounded close-mid front with-rising_tone vowel	+	asjp	0					
67237	I	ultra-long unrounded mid central vowel	+	asjp	0					
67238	I	ultra-long unrounded mid central with-falling_tone vowel	+	asjp	0					
67239	I	ultra-long unrounded mid central with-high_tone vowel	+	asjp	0					
67240	I	ultra-long unrounded mid central with-low_tone vowel	+	asjp	0					
67241	I	ultra-long unrounded mid central with-rising_tone vowel	+	asjp	0					
67242	i	ultra-long unrounded near-close near-front vowel	+	asjp	0					
67243	E	ultra-long unrounded near-open front vowel	+	asjp	0					
67244	E	ultra-long unrounded near-open front with-falling_tone vowel	+	asjp	0					
67245	E	ultra-long unrounded near-open front with-high_tone vowel	+	asjp	0					
67246	E	ultra-long unrounded near-open front with-low_tone vowel	+	asjp	0					
67247	E	ultra-long unrounded near-open front with-rising_tone vowel	+	asjp	0					
67248	o	ultra-long unrounded open back vowel	+	asjp	0					
67249	a	ultra-long unrounded open front vowel	+	asjp	0					
67250	a	ultra-long unrounded open front with-falling_tone vowel	+	asjp	0					
67251	a	ultra-long unrounded open front with-high_tone vowel	+	asjp	0					
67252	a	ultra-long unrounded open front with-low_tone vowel	+	asjp	0					
67253	a	ultra-long unrounded open front with-rising_tone vowel	+	asjp	0					
67254	E	ultra-long unrounded open-mid front vowel	+	asjp	0					
67255	E	ultra-long unrounded open-mid front with-falling_tone vowel	+	asjp	0					
67256	E	ultra-long unrounded open-mid front with-high_tone vowel	+	asjp	0					
67257	E	ultra-long unrounded open-mid front with-low_tone vowel	+	asjp	0					
67258	E	ultra-long unrounded open-mid front with-rising_tone vowel	+	asjp	0					
67259	l	ultra-long voiced alveolar lateral approximant consonant	+	asjp	0					
67260	n	ultra-long voiced alveolar nasal consonant	+	asjp	0					
67261	r	ultra-long voiced alveolar trill consonant	+	asjp	0					
67262	m	ultra-long voiced bilabial nasal consonant	+	asjp	0					
67263	v	ultra-long voiced labio-dental fricative consonant	+	asjp	0					
67264	s	ultra-long voiceless alveolar sibilant fricative consonant	+	asjp	0					
67265	t	ultra-long voiceless alveolar stop consonant	+	asjp	0					
67266	p	ultra-long voiceless bilabial stop consonant	+	asjp	0					
67267	h	ultra-long voiceless glottal fricative consonant	+	asjp	0					
67268	f	ultra-long voiceless labio-dental fricative consonant	+	asjp	0					
67269	S	ultra-long voiceless post-alveolar sibilant fricative consonant	+	asjp	0					
67270	k	ultra-long voiceless velar stop consonant	+	asjp	0					
67271	I	ultra-short advanced unrounded mid central vowel		asjp	0					
67272	u	ultra-short lowered unrounded close back vowel		asjp	0					
67273	I	ultra-short lowered unrounded mid central vowel		asjp	0					
67274	u	ultra-short nasalized rounded close back vowel		asjp	0					
67275	o	ultra-short nasalized rounded close-mid back vowel		asjp	0					
67276	a	ultra-short nasalized unrounded open front vowel		asjp	0					
67277	E	ultra-short nasalized unrounded open-mid front vowel		asjp	0					
67278	u	ultra-short rounded close back vowel		asjp	0					
67279	I	ultra-short rounded close central vowel		asjp	0					
67280	i	ultra-short rounded close front vowel		asjp	0					
67281	o	ultra-short rounded close-mid back vowel	+	asjp	0					
67282	I	ultra-short rounded close-mid central vowel		asjp	0					
67283	e	ultra-short rounded close-mid front vowel		asjp	0					
67284	o	ultra-short rounded mid back vowel		asjp	0					
67285	I	ultra-short rounded mid central vowel		asjp	0					
67286	u	ultra-short rounded near-close near-back vowel		asjp	0					
67287	i	ultra-short rounded near-close near-front vowel		asjp	0					
67288	u	ultra-short rounded near-open central vowel		asjp	0					
67289	o	ultra-short rounded open back vowel		asjp	0					
67290	E	ultra-short rounded open front vowel		asjp	0					
67291	o	ultra-short rounded open-mid back vowel		asjp	0					
67292	u	ultra-short rounded open-mid central vowel		asjp	0					
67293	E	ultra-short rounded open-mid front vowel		asjp	0					
67294	u	ultra-short unrounded close back vowel		asjp	0					
67295	I	ultra-short unrounded close central vowel		asjp	0					
67296	i	ultra-short unrounded close front vowel		asjp	0					
67297	o	ultra-short unrounded close-mid back vowel	+	asjp	0					
67298	I	ultra-short unrounded close-mid central vowel		asjp	0					
67299	e	ultra-short unrounded close-mid front vowel	+	asjp	0					
67300	o	ultra-short unrounded mid back vowel		asjp	0					
67301	I	ultra-short unrounded mid central vowel	+	asjp	0					
67302	e	ultra-short unrounded mid front vowel		asjp	0					
67303	i	ultra-short unrounded near-close near-front vowel		asjp	0					
67304	a	ultra-short unrounded near-open central vowel		asjp	0					
67305	E	ultra-short unrounded near-open front vowel		asjp	0					
67306	o	ultra-short unrounded open back vowel		asjp	0					
67307	a	ultra-short unrounded open front vowel	+	asjp	0					
67308	o	ultra-short unrounded open-mid back vowel	+	asjp	0					
67309	I	ultra-short unrounded open-mid central vowel		asjp	0					
67310	E	ultra-short unrounded open-mid front vowel		asjp	0					
67311	d	unreleased devoiced voiced alveolar stop consonant	+	asjp	0					
67312	d	unreleased devoiced voiced dental stop consonant	+	asjp	0					
67313	d	unreleased voiced alveolar stop consonant		asjp	0					
67314	b	unreleased voiced bilabial stop consonant	+	asjp	0					
67315	8	unreleased voiced dental fricative consonant	+	asjp	0					
67316	d	unreleased voiced dental stop consonant	+	asjp	0					
67317	g	unreleased voiced velar stop consonant		asjp	0					
67318	t	unreleased voiceless alveolar stop consonant	+	asjp	0					
67319	t	unreleased voiceless alveolo-palatal stop consonant		asjp	0					
67320	t	unreleased voiceless apical alveolar stop consonant		asjp	0					
67321	p	unreleased voiceless bilabial stop consonant	+	asjp	0					
67322	t	unreleased voiceless dental stop consonant	+	asjp	0					
67323	t	unreleased voiceless laminal alveolar stop consonant		asjp	0					
67324	T	unreleased voiceless palatal stop consonant		asjp	0					
67325	t	unreleased voiceless retroflex stop consonant		asjp	0					
67326	q	unreleased voiceless uvular stop consonant	+	asjp	0					
67327	k	unreleased voiceless velar stop consonant	+	asjp	0					
67328	u	unrounded close back vowel	+	asjp	0					
67329	u	unrounded close back with-rising_tone vowel		asjp	0					
67330	I	unrounded close central vowel	+	asjp	0					
67331	i	unrounded close front vowel	+	asjp	0					
67332	i	unrounded close front with-falling_tone vowel		asjp	0					
67333	i	unrounded close front with-high_tone vowel		asjp	0					
67334	i	unrounded close with-friction back vowel	+	asjp	0					
67335	i	unrounded close with-friction central vowel	+	asjp	0					
67336	i	unrounded close with-friction front vowel	+	asjp	0					
67337	o	unrounded close-mid back vowel	+	asjp	0					
67338	I	unrounded close-mid central vowel	+	asjp	0					
67339	e	unrounded close-mid front vowel	+	asjp	0					
67340	e	unrounded close-mid front with-falling_tone vowel		asjp	0					
67341	e	unrounded close-mid front with-high_tone vowel		asjp	0					
67342	e	unrounded close-mid front with-low_tone vowel		asjp	0					
67343	e	unrounded close-mid front with-mid_tone vowel		asjp	0					
67344	e	unrounded close-mid front with-rising_tone vowel		asjp	0					
67345	o	unrounded mid back vowel	+	asjp	0					
67346	I	unrounded mid central vowel	+	asjp	0					
67347	I	unrounded mid central with-high_tone vowel		asjp	0					
67348	I	unrounded mid central with-mid_tone vowel		asjp	0					
67349	e	unrounded mid front vowel	+	asjp	0					
67350	i	unrounded near-close central vowel	+	asjp	0					
67351	u	unrounded near-close near-back vowel	+	asjp	0					
67352	i	unrounded near-close near-front vowel	+	asjp	0					
67353	a	unrounded near-open central vowel	+	asjp	0					
67354	E	unrounded near-open front vowel	+	asjp	0					
67355	o	unrounded open back vowel	+	asjp	0					
67356	o	unrounded open back with-high_tone vowel		asjp	0					
67357	o	unrounded open back with-mid_tone vowel		asjp	0					
67358	a	unrounded open front vowel	+	asjp	0					
67359	a	unrounded open front with-mid_tone vowel		asjp	0					
67360	o	unrounded open-mid back vowel	+	asjp	0					
67361	I	unrounded open-mid central vowel	+	asjp	0					
67362	E	unrounded open-mid front vowel	+	asjp	0					
67363	0	unspecified-voice unspecified-place unspecified-manner consonant	+	asjp	0					
67364	I	velarized advanced-tongue-root rounded close central vowel		asjp	0					
67365	i	velarized advanced-tongue-root rounded close front vowel		asjp	0					
67366	o	velarized advanced-tongue-root rounded close-mid back vowel		asjp	0					
67367	I	velarized advanced-tongue-root rounded close-mid central vowel		asjp	0					
67368	e	velarized advanced-tongue-root rounded close-mid front vowel		asjp	0					
67369	i	velarized advanced-tongue-root rounded near-close near-front vowel		asjp	0					
67370	o	velarized advanced-tongue-root rounded open back vowel		asjp	0					
67371	E	velarized advanced-tongue-root rounded open front vowel		asjp	0					
67372	o	velarized advanced-tongue-root rounded open-mid back vowel		asjp	0					
67373	u	velarized advanced-tongue-root rounded open-mid central vowel		asjp	0					
67374	E	velarized advanced-tongue-root rounded open-mid front vowel		asjp	0					
67375	i	velarized advanced-tongue-root unrounded close front vowel		asjp	0					
67376	o	velarized advanced-tongue-root unrounded close-mid back vowel		asjp	0					
67377	I	velarized advanced-tongue-root unrounded close-mid central vowel		asjp	0					
67378	e	velarized advanced-tongue-root unrounded close-mid front vowel		asjp	0					
67379	I	velarized advanced-tongue-root unrounded mid central vowel		asjp	0					
67380	i	velarized advanced-tongue-root unrounded near-close near-front vowel		asjp	0					
67381	a	velarized advanced-tongue-root unrounded near-open central vowel		asjp	0					
67382	E	velarized advanced-tongue-root unrounded near-open front vowel		asjp	0					
67383	o	velarized advanced-tongue-root unrounded open back vowel		asjp	0					
67384	a	velarized advanced-tongue-root unrounded open front vowel		asjp	0					
67385	o	velarized advanced-tongue-root unrounded open-mid back vowel		asjp	0					
67386	I	velarized advanced-tongue-root unrounded open-mid central vowel		asjp	0					
67387	E	velarized advanced-tongue-root unrounded open-mid front vowel		asjp	0					
67388	d	velarized aspirated voiced alveolar lateral affricate consonant		asjp	0					
67389	j	velarized aspirated voiced alveolar sibilant affricate consonant		asjp	0					
67390	d	velarized aspirated voiced alveolar stop consonant		asjp	0					
67391	j	velarized aspirated voiced alveolo-palatal sibilant affricate consonant		asjp	0					
