Grapheme	Name	Alias	advancedTongueRoot	anterior	approximant	back	click	consonantal	constrictedGlottis	continuant	coronal	delayedRelease	distributed	dorsal	epilaryngealSource	fortis	front	high	labial	labiodental	lateral	long	low	loweredLarynxImplosive	nasal	periodicGlottalSource	raisedLarynxEjective	retractedTongueRoot	round	short	sonorant	spreadGlottis	stress	strident	syllabic	tap	tense	tone	trill
dz̻	latin small letter d - latin small letter z - combining square below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
dʰ	latin small letter d - modifier letter small h		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
dʱ	latin small letter d - modifier letter small h with hook		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
dʲ	latin small letter d - modifier letter small j		0	+	-	-	-	+	-	-	+	-	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
dʷ	latin small letter d - modifier letter small w		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	-	-	-	0	0	-
dʷʲ	latin small letter d - modifier letter small w - modifier letter small j		0	+	-	-	-	+	-	-	+	-	-	+	-	-	+	+	+	-	-	-	-	-	-	+	-	0	+	-	-	-	-	-	-	-	0	0	-
dʼ	latin small letter d - modifier letter apostrophe		0	+	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	-	-	-	0	0	-
dˀ	latin small letter d - modifier letter glottal stop		0	+	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
dː	latin small letter d - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
dˠ	latin small letter d - modifier letter small gamma		0	+	-	-	-	+	-	-	+	-	-	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
dˤ	latin small letter d - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
dˤː	latin small letter d - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
d̙ˤ	latin small letter d - combining right tack below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
d̞	latin small letter d - combining down tack below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̟	latin small letter d - combining plus sign below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̟z̟	latin small letter d - combining plus sign below - latin small letter z - combining plus sign below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̟ʒ̟	latin small letter d - combining plus sign below - latin small letter ezh - combining plus sign below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠	latin small letter d - combining minus sign below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̠z̠ʲ	latin small letter d - combining minus sign below - latin small letter z - combining minus sign below - modifier letter small j		0	-	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒ	latin small letter d - combining minus sign below - latin small letter ezh		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒɾ	latin small letter d - combining minus sign below - latin small letter ezh - latin small letter r with fishhook		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	+	0	0	-
d̠ʒʰ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter small h		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
d̠ʒʱ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter small h with hook		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̠ʒʲ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter small j		0	-	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒʷ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter small w		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	+	-	-	0	0	-
d̠ʒʼ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter apostrophe		0	-	-	0	-	+	+	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒː	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter triangular colon		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒˠ	latin small letter d - combining minus sign below - latin small letter ezh - modifier letter small gamma		0	-	-	-	-	+	-	-	+	+	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ʒ̤	latin small letter d - combining minus sign below - latin small letter ezh - combining diaeresis below		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̠ʒ̤ː	latin small letter d - combining minus sign below - latin small letter ezh - combining diaeresis below - modifier letter triangular colon		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̠ʲ	latin small letter d - combining minus sign below - modifier letter small j		0	+	-	-	-	+	-	-	+	-	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̠ːʒ	latin small letter d - combining minus sign below - modifier letter triangular colon - latin small letter ezh		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠̤ʒ̤	latin small letter d - combining minus sign below - combining diaeresis below - latin small letter ezh - combining diaeresis below		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̠̰	latin small letter d - combining minus sign below - combining tilde below		0	+	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̠͈ʒ	latin small letter d - combining minus sign below - combining double vertical line below - latin small letter ezh		0	-	-	0	-	+	-	-	+	+	+	-	-	+	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̠ⁿ	latin small letter d - combining minus sign below - superscript latin small letter n		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̤	latin small letter d - combining diaeresis below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̤z	latin small letter d - combining diaeresis below - latin small letter z		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤z̤	latin small letter d - combining diaeresis below - latin small letter z - combining diaeresis below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤z̤ː	latin small letter d - combining diaeresis below - latin small letter z - combining diaeresis below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤ʒ̤	latin small letter d - combining diaeresis below - latin small letter ezh - combining diaeresis below		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤ʒ̤ʱ	latin small letter d - combining diaeresis below - latin small letter ezh - combining diaeresis below - modifier letter small h with hook		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤ʒ̤ː	latin small letter d - combining diaeresis below - latin small letter ezh - combining diaeresis below - modifier letter triangular colon		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̤̥	latin small letter d - combining diaeresis below - combining ring below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
d̥	latin small letter d - combining ring below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
d̥z̥	latin small letter d - combining ring below - latin small letter z - combining ring below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
d̥z̥ʲ	latin small letter d - combining ring below - latin small letter z - combining ring below - modifier letter small j		0	+	-	-	-	+	-	-	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
d̥ʒ̊	latin small letter d - combining ring below - latin small letter ezh - combining ring above		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
d̥ʒ̥	latin small letter d - combining ring below - latin small letter ezh - combining ring below		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
d̥ʲ	latin small letter d - combining ring below - modifier letter small j		0	+	-	-	-	+	-	-	+	-	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
d̥ː	latin small letter d - combining ring below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
d̩	latin small letter d - combining vertical line below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	+	-	0	0	-
d̪	latin small letter d - combining bridge below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪z	latin small letter d - combining bridge below - latin small letter z		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪	latin small letter d - combining bridge below - latin small letter z - combining bridge below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪|dz	latin small letter d - combining bridge below - latin small letter z - combining bridge below - vertical line - latin small letter d - latin small letter z		0	+	-	0	-	+	-	-	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪ʲ	latin small letter d - combining bridge below - latin small letter z - combining bridge below - modifier letter small j		0	+	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪ʲ|dzʲ	latin small letter d - combining bridge below - latin small letter z - combining bridge below - modifier letter small j - vertical line - latin small letter d - latin small letter z - modifier letter small j		0	+	-	-	-	+	-	-	+	+	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪ː	latin small letter d - combining bridge below - latin small letter z - combining bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪z̪̤|dz̤	latin small letter d - combining bridge below - latin small letter z - combining bridge below - combining diaeresis below - vertical line - latin small letter d - latin small letter z - combining diaeresis below		0	+	-	0	-	+	-	-	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
d̪|d	latin small letter d - combining bridge below - vertical line - latin small letter d		0	+	-	0	-	+	-	-	+	-	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ð	latin small letter d - combining bridge below - latin small letter eth		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ð̪	latin small letter d - combining bridge below - latin small letter eth - combining bridge below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ʒ	latin small letter d - combining bridge below - latin small letter ezh		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̪ʰ	latin small letter d - combining bridge below - modifier letter small h		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪ʱ	latin small letter d - combining bridge below - modifier letter small h with hook		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪ʱː	latin small letter d - combining bridge below - modifier letter small h with hook - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪ʲ	latin small letter d - combining bridge below - modifier letter small j		0	+	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ʲ|dʲ	latin small letter d - combining bridge below - modifier letter small j - vertical line - latin small letter d - modifier letter small j		0	+	-	-	-	+	-	-	+	-	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ʷ|dʷ	latin small letter d - combining bridge below - modifier letter small w - vertical line - latin small letter d - modifier letter small w		0	+	-	0	-	+	-	-	+	-	0	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	-	-	-	0	0	-
d̪ː	latin small letter d - combining bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ˠ	latin small letter d - combining bridge below - modifier letter small gamma		0	+	-	-	-	+	-	-	+	-	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ˤ	latin small letter d - combining bridge below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
d̪ˤ|dˤ	latin small letter d - combining bridge below - modifier letter small reversed glottal stop - vertical line - latin small letter d - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	-	+	-	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
d̪ˤː	latin small letter d - combining bridge below - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
d̪̚	latin small letter d - combining bridge below - combining left angle above		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪̤	latin small letter d - combining bridge below - combining diaeresis below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪̤|d̤	latin small letter d - combining bridge below - combining diaeresis below - vertical line - latin small letter d - combining diaeresis below		0	+	-	0	-	+	-	-	+	-	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪̤ʱ	latin small letter d - combining bridge below - combining diaeresis below - modifier letter small h with hook		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪̤ː	latin small letter d - combining bridge below - combining diaeresis below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪̤̥	latin small letter d - combining bridge below - combining diaeresis below - combining ring below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
d̪̥	latin small letter d - combining bridge below - combining ring below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪̰	latin small letter d - combining bridge below - combining tilde below		0	+	-	0	-	+	+	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪̰|d̰	latin small letter d - combining bridge below - combining tilde below - vertical line - latin small letter d - combining tilde below		0	+	-	0	-	+	+	-	+	-	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪̺	latin small letter d - combining bridge below - combining inverted bridge below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪̻	latin small letter d - combining bridge below - combining square below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̪ⁿ	latin small letter d - combining bridge below - superscript latin small letter n		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̰	latin small letter d - combining tilde below		0	+	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̺	latin small letter d - combining inverted bridge below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̺z̺	latin small letter d - combining inverted bridge below - latin small letter z - combining inverted bridge below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̺z̺ː	latin small letter d - combining inverted bridge below - latin small letter z - combining inverted bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̺ʒ̺	latin small letter d - combining inverted bridge below - latin small letter ezh - combining inverted bridge below		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̺ʒ̺ʷ	latin small letter d - combining inverted bridge below - latin small letter ezh - combining inverted bridge below - modifier letter small w		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	+	-	-	0	0	-
d̺ʱ	latin small letter d - combining inverted bridge below - modifier letter small h with hook		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d̺ː	latin small letter d - combining inverted bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̺̥	latin small letter d - combining inverted bridge below - combining ring below		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
d̺̥z̺̥	latin small letter d - combining inverted bridge below - combining ring below - latin small letter z - combining inverted bridge below - combining ring below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
d̻	latin small letter d - combining square below		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̻z̻	latin small letter d - combining square below - latin small letter z - combining square below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̻z̻ː	latin small letter d - combining square below - latin small letter z - combining square below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̻ʒ̻	latin small letter d - combining square below - latin small letter ezh - combining square below		0	-	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
d̻ʲ	latin small letter d - combining square below - modifier letter small j		0	+	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̻ː	latin small letter d - combining square below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d̻̤ʱ	latin small letter d - combining square below - combining diaeresis below - modifier letter small h with hook		0	+	-	0	-	+	-	-	+	-	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	-	-	-	0	0	-
d͇z͇	latin small letter d - combining equals sign below - latin small letter z - combining equals sign below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d͈	latin small letter d - combining double vertical line below		0	+	-	0	-	+	-	-	+	-	-	-	-	+	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
d͈ː	latin small letter d - combining double vertical line below - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	-	-	-	+	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
dᶣ	latin small letter d - modifier letter small turned h		0	+	-	-	-	+	-	-	+	-	-	+	-	-	+	+	+	-	-	-	-	-	-	+	-	0	+	-	-	-	-	-	-	-	0	0	-
dⁿ	latin small letter d - superscript latin small letter n		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	-	-	-	-	-	-	0	0	-
e	latin small letter e		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
eʱ	latin small letter e - modifier letter small h with hook		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	-	+	+	-	0	+	-	+	0	-
eʲ	latin small letter e - modifier letter small j		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	+	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
eˀ	latin small letter e - modifier letter glottal stop		-	0	+	-	0	-	+	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
eː	latin small letter e - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
eˑ	latin small letter e - modifier letter half triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	-	-	-	+	-	-	0	+	+	-	-	0	+	-	+	0	-
e˞	latin small letter e - modifier letter rhotic hook		-	+	+	-	0	-	-	+	+	0	+	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	+	+	-	+	0	-
eˠ	latin small letter e - modifier letter small gamma		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	+	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
eˤ	latin small letter e - modifier letter small reversed glottal stop		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	+	0	-	+	-	-	0	+	-	+	0	-
ẽ	latin small letter e - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	+	+	-	-	0	-	+	-	-	0	+	-	+	0	-
ẽː	latin small letter e - combining tilde - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	-	-	+	+	-	-	0	-	+	-	-	0	+	-	+	0	-
ĕ	latin small letter e - combining breve		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	+	+	-	-	0	+	-	+	0	-
ë	latin small letter e - combining diaeresis		-	0	+	-	0	-	-	+	-	0	0	+	-	0	0	-	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
ëː	latin small letter e - combining diaeresis - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	0	-	-	0	-	+	-	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
e̘	latin small letter e - combining left tack below		+	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
e̘ː	latin small letter e - combining left tack below - modifier letter triangular colon		+	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
e̙	latin small letter e - combining right tack below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	-	-	-	+	-	+	0	-	+	-	-	0	+	-	+	0	-
e̝	latin small letter e - combining up tack below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	0	-	0	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	+	0	-
