GRAPHEME	NAME
r̪̰̃	nasalized creaky voiced dental trill consonant
r̪̺	voiced apical dental trill consonant
r̪̻	voiced laminal dental trill consonant
r̪ᶣ	labio-palatalized voiced dental trill consonant
r̰	creaky voiced alveolar trill consonant
r̰ʲ	palatalized creaky voiced alveolar trill consonant
r̰ʷ	labialized creaky voiced alveolar trill consonant
r̰ː	long creaky voiced alveolar trill consonant
r̰ˠ	velarized creaky voiced alveolar trill consonant
r̰ˤ	pharyngealized creaky voiced alveolar trill consonant
r̰̃	nasalized creaky voiced alveolar trill consonant
r̺	voiced apical alveolar trill consonant
r̺ʲ	palatalized voiced apical alveolar trill consonant
r̺̥	devoiced voiced apical alveolar trill consonant
r̻	voiced laminal alveolar trill consonant
r̼	voiced linguolabial trill consonant
r͈ː	strong long voiced alveolar trill consonant
rᶣ	labio-palatalized voiced alveolar trill consonant
r’	voiced alveolar ejective trill consonant
r’ː	long voiced alveolar ejective trill consonant
s	voiceless alveolar sibilant fricative consonant
sʰ	aspirated voiceless alveolar sibilant fricative consonant
sʰː	aspirated long voiceless alveolar sibilant fricative consonant
sʰˠ	aspirated velarized voiceless alveolar sibilant fricative consonant
sʰˤ	aspirated pharyngealized voiceless alveolar sibilant fricative consonant
sʲ	palatalized voiceless alveolar sibilant fricative consonant
sʲʰ	palatalized aspirated voiceless alveolar sibilant fricative consonant
sʲʷ	palatalized labialized voiceless alveolar sibilant fricative consonant
sʲʷʰ	palatalized labialized aspirated voiceless alveolar sibilant fricative consonant
sʲʷː	palatalized labialized long voiceless alveolar sibilant fricative consonant
sʲː	palatalized long voiceless alveolar sibilant fricative consonant
sʷ	labialized voiceless alveolar sibilant fricative consonant
sʷʰ	labialized aspirated voiceless alveolar sibilant fricative consonant
sʷʰː	labialized aspirated long voiceless alveolar sibilant fricative consonant
sʷʰˠ	labialized aspirated velarized voiceless alveolar sibilant fricative consonant
sʷʰˤ	labialized aspirated pharyngealized voiceless alveolar sibilant fricative consonant
sʷˀ	labialized glottalized voiceless alveolar sibilant fricative consonant
sʷː	labialized long voiceless alveolar sibilant fricative consonant
sʷˠ	labialized velarized voiceless alveolar sibilant fricative consonant
sʷˤ	labialized pharyngealized voiceless alveolar sibilant fricative consonant
sʼ	voiceless alveolar ejective sibilant fricative consonant
sˀ	glottalized voiceless alveolar sibilant fricative consonant
sː	long voiceless alveolar sibilant fricative consonant
sˑ	mid-long voiceless alveolar sibilant fricative consonant
sˠ	velarized voiceless alveolar sibilant fricative consonant
sˠː	velarized long voiceless alveolar sibilant fricative consonant
sˤ	pharyngealized voiceless alveolar sibilant fricative consonant
sˤː	pharyngealized long voiceless alveolar sibilant fricative consonant
s̚	unreleased voiceless alveolar sibilant fricative consonant
s̝	raised voiceless alveolar sibilant fricative consonant
s̞	lowered voiceless alveolar sibilant fricative consonant
s̟	advanced voiceless alveolar sibilant fricative consonant
s̠	retracted voiceless alveolar sibilant fricative consonant
s̠̺	retracted voiceless apical alveolar sibilant fricative consonant
s̠̻	retracted voiceless laminal alveolar sibilant fricative consonant
s̥	devoiced voiceless alveolar sibilant fricative consonant
s̩	syllabic voiceless alveolar sibilant fricative consonant
s̩ʲ	syllabic palatalized voiceless alveolar sibilant fricative consonant
s̩ʲː	syllabic palatalized long voiceless alveolar sibilant fricative consonant
s̩ʷ	syllabic labialized voiceless alveolar sibilant fricative consonant
s̩ʷː	syllabic labialized long voiceless alveolar sibilant fricative consonant
s̩ː	syllabic long voiceless alveolar sibilant fricative consonant
s̪	voiceless dental sibilant fricative consonant
s̪ʰ	aspirated voiceless dental sibilant fricative consonant
s̪ʰː	aspirated long voiceless dental sibilant fricative consonant
s̪ʰˠ	aspirated velarized voiceless dental sibilant fricative consonant
s̪ʰˤ	aspirated pharyngealized voiceless dental sibilant fricative consonant
s̪ʲ	palatalized voiceless dental sibilant fricative consonant
s̪ʲʰ	palatalized aspirated voiceless dental sibilant fricative consonant
s̪ʲʷ	palatalized labialized voiceless dental sibilant fricative consonant
s̪ʲʷʰ	palatalized labialized aspirated voiceless dental sibilant fricative consonant
s̪ʲː	palatalized long voiceless dental sibilant fricative consonant
s̪ʷ	labialized voiceless dental sibilant fricative consonant
s̪ʷʰ	labialized aspirated voiceless dental sibilant fricative consonant
s̪ʷʰː	labialized aspirated long voiceless dental sibilant fricative consonant
s̪ʷʰˠ	labialized aspirated velarized voiceless dental sibilant fricative consonant
s̪ʷʰˤ	labialized aspirated pharyngealized voiceless dental sibilant fricative consonant
s̪ʷˀ	labialized glottalized voiceless dental sibilant fricative consonant
s̪ʷː	labialized long voiceless dental sibilant fricative consonant
s̪ʷˠ	labialized velarized voiceless dental sibilant fricative consonant
s̪ʷˤ	labialized pharyngealized voiceless dental sibilant fricative consonant
s̪ʼ	voiceless dental ejective sibilant fricative consonant
s̪ˀ	glottalized voiceless dental sibilant fricative consonant
s̪ˀː	glottalized long voiceless dental sibilant fricative consonant
s̪ː	long voiceless dental sibilant fricative consonant
s̪ˠ	velarized voiceless dental sibilant fricative consonant
s̪ˠː	velarized long voiceless dental sibilant fricative consonant
s̪ˤ	pharyngealized voiceless dental sibilant fricative consonant
s̪ˤː	pharyngealized long voiceless dental sibilant fricative consonant
s̪̝	raised voiceless dental sibilant fricative consonant
s̪̞	lowered voiceless dental sibilant fricative consonant
s̪̟	advanced voiceless dental sibilant fricative consonant
s̪̠	retracted voiceless dental sibilant fricative consonant
s̪̩	syllabic voiceless dental sibilant fricative consonant
s̪̺	voiceless apical dental sibilant fricative consonant
s̪̻	voiceless laminal dental sibilant fricative consonant
s̪ᶣ	labio-palatalized voiceless dental sibilant fricative consonant
s̪ᶣʰ	labio-palatalized aspirated voiceless dental sibilant fricative consonant
s̪’ʲ	palatalized voiceless dental ejective sibilant fricative consonant
s̪’ʷ	labialized voiceless dental ejective sibilant fricative consonant
s̪’ʷˤ	labialized pharyngealized voiceless dental ejective sibilant fricative consonant
s̪’ː	long voiceless dental ejective sibilant fricative consonant
s̪’ˤ	pharyngealized voiceless dental ejective sibilant fricative consonant
s̬	revoiced voiceless alveolar sibilant fricative consonant
s̰	creaky voiceless alveolar sibilant fricative consonant
s̺	voiceless apical alveolar sibilant fricative consonant
s̺ː	long voiceless apical alveolar sibilant fricative consonant
s̻	voiceless laminal alveolar sibilant fricative consonant
s̻ː	long voiceless laminal alveolar sibilant fricative consonant
s̻ˤ	pharyngealized voiceless laminal alveolar sibilant fricative consonant
s͈	strong voiceless alveolar sibilant fricative consonant
s͈ː	strong long voiceless alveolar sibilant fricative consonant
sᶣ	labio-palatalized voiceless alveolar sibilant fricative consonant
sᶣʰ	labio-palatalized aspirated voiceless alveolar sibilant fricative consonant
s’ʲ	palatalized voiceless alveolar ejective sibilant fricative consonant
s’ʲʷ	palatalized labialized voiceless alveolar ejective sibilant fricative consonant
s’ʷ	labialized voiceless alveolar ejective sibilant fricative consonant
s’ʷˤ	labialized pharyngealized voiceless alveolar ejective sibilant fricative consonant
s’ː	long voiceless alveolar ejective sibilant fricative consonant
s’ˤ	pharyngealized voiceless alveolar ejective sibilant fricative consonant
t	voiceless alveolar stop consonant
ts	voiceless alveolar sibilant affricate consonant
tsʰ	aspirated voiceless alveolar sibilant affricate consonant
tsʰː	aspirated long voiceless alveolar sibilant affricate consonant
tsʰˠ	aspirated velarized voiceless alveolar sibilant affricate consonant
tsʰˤ	aspirated pharyngealized voiceless alveolar sibilant affricate consonant
tsʱ	breathy voiceless alveolar sibilant affricate consonant
tsʲ	palatalized voiceless alveolar sibilant affricate consonant
tsʲʰ	palatalized aspirated voiceless alveolar sibilant affricate consonant
tsʲʷ	palatalized labialized voiceless alveolar sibilant affricate consonant
tsʲʷʰ	palatalized labialized aspirated voiceless alveolar sibilant affricate consonant
tsʲː	palatalized long voiceless alveolar sibilant affricate consonant
tsʷ	labialized voiceless alveolar sibilant affricate consonant
tsʷʰ	labialized aspirated voiceless alveolar sibilant affricate consonant
tsʷʰː	labialized aspirated long voiceless alveolar sibilant affricate consonant
tsʷʰˠ	labialized aspirated velarized voiceless alveolar sibilant affricate consonant
tsʷʰˤ	labialized aspirated pharyngealized voiceless alveolar sibilant affricate consonant
tsʷˀ	labialized glottalized voiceless alveolar sibilant affricate consonant
tsʷː	labialized long voiceless alveolar sibilant affricate consonant
tsʷˠ	labialized velarized voiceless alveolar sibilant affricate consonant
tsʷˤ	labialized pharyngealized voiceless alveolar sibilant affricate consonant
tsʼ	voiceless alveolar ejective sibilant affricate consonant
tsˀ	glottalized voiceless alveolar sibilant affricate consonant
tsː	long voiceless alveolar sibilant affricate consonant
tsˠ	velarized voiceless alveolar sibilant affricate consonant
tsˠː	velarized long voiceless alveolar sibilant affricate consonant
tsˤ	pharyngealized voiceless alveolar sibilant affricate consonant
tsˤː	pharyngealized long voiceless alveolar sibilant affricate consonant
ts̟	advanced voiceless alveolar sibilant affricate consonant
ts̠	retracted voiceless alveolar sibilant affricate consonant
ts̪	voiceless dental sibilant affricate consonant
ts̪ʰ	aspirated voiceless dental affricate consonant
ts̪ʲ	palatalized voiceless dental sibilant affricate consonant
ts̪ʲʰ	palatalized aspirated voiceless dental sibilant affricate consonant
ts̪ʲʷ	palatalized labialized voiceless dental sibilant affricate consonant
ts̪ʲʷʰ	palatalized labialized aspirated voiceless dental sibilant affricate consonant
ts̪ʲː	palatalized long voiceless dental sibilant affricate consonant
ts̪ʷ	labialized voiceless dental sibilant affricate consonant
ts̪ʷʰ	labialized aspirated voiceless dental sibilant affricate consonant
ts̪ʷʰː	labialized aspirated long voiceless dental sibilant affricate consonant
ts̪ʷʰˠ	labialized aspirated velarized voiceless dental sibilant affricate consonant
ts̪ʷʰˤ	labialized aspirated pharyngealized voiceless dental sibilant affricate consonant
ts̪ʷˀ	labialized glottalized voiceless dental sibilant affricate consonant
ts̪ʷː	labialized long voiceless dental sibilant affricate consonant
ts̪ʷˠ	labialized velarized voiceless dental sibilant affricate consonant
ts̪ʷˤ	labialized pharyngealized voiceless dental sibilant affricate consonant
ts̪ʼ	voiceless dental ejective sibilant affricate consonant
ts̪ˀ	glottalized voiceless dental sibilant affricate consonant
ts̪ː	long voiceless dental sibilant affricate consonant
ts̪ˠ	velarized voiceless dental sibilant affricate consonant
ts̪ˠː	velarized long voiceless dental sibilant affricate consonant
ts̪ˤ	pharyngealized voiceless dental sibilant affricate consonant
ts̪ˤː	pharyngealized long voiceless dental sibilant affricate consonant
ts̪̟	advanced voiceless dental sibilant affricate consonant
ts̪̠	retracted voiceless dental sibilant affricate consonant
ts̪̺	voiceless apical dental sibilant affricate consonant
ts̪̻	voiceless laminal dental sibilant affricate consonant
ts̪ᶣ	labio-palatalized voiceless dental sibilant affricate consonant
ts̪’ʲ	palatalized voiceless dental ejective sibilant affricate consonant
ts̪’ʲʷ	palatalized labialized voiceless dental ejective sibilant affricate consonant
ts̪’ʷ	labialized voiceless dental ejective sibilant affricate consonant
ts̪’ʷˤ	labialized pharyngealized voiceless dental ejective sibilant affricate consonant
ts̪’ː	long voiceless dental ejective sibilant affricate consonant
ts̪’ˤ	pharyngealized voiceless dental ejective sibilant affricate consonant
ts̰	creaky voiceless alveolar sibilant affricate consonant
ts̺	voiceless apical alveolar sibilant affricate consonant
ts̻	voiceless laminal alveolar sibilant affricate consonant
tsᶣ	labio-palatalized voiceless alveolar sibilant affricate consonant
tsᶣʰ	labio-palatalized aspirated voiceless alveolar sibilant affricate consonant
ts’ʰ	aspirated voiceless alveolar ejective sibilant affricate consonant
ts’ʲ	palatalized voiceless alveolar ejective sibilant affricate consonant
ts’ʲʰ	palatalized aspirated voiceless alveolar ejective sibilant affricate consonant
ts’ʷ	labialized voiceless alveolar ejective sibilant affricate consonant
ts’ʷˤ	labialized pharyngealized voiceless alveolar ejective sibilant affricate consonant
ts’ː	long voiceless alveolar ejective sibilant affricate consonant
ts’ˤ	pharyngealized voiceless alveolar ejective sibilant affricate consonant
tɕ	voiceless alveolo-palatal sibilant affricate consonant
tɕʰ	aspirated voiceless alveolo-palatal sibilant affricate consonant
tɕʰː	aspirated long voiceless alveolo-palatal sibilant affricate consonant
tɕʰˠ	aspirated velarized voiceless alveolo-palatal sibilant affricate consonant
tɕʰˤ	aspirated pharyngealized voiceless alveolo-palatal sibilant affricate consonant
tɕʲ	palatalized voiceless alveolo-palatal sibilant affricate consonant
tɕʲʰ	palatalized aspirated voiceless alveolo-palatal sibilant affricate consonant
tɕʲʷ	palatalized labialized voiceless alveolo-palatal sibilant affricate consonant
tɕʲʷʰ	palatalized labialized aspirated voiceless alveolo-palatal sibilant affricate consonant
tɕʲː	palatalized long voiceless alveolo-palatal sibilant affricate consonant
tɕʷ	labialized voiceless alveolo-palatal sibilant affricate consonant
tɕʷʰ	labialized aspirated voiceless alveolo-palatal sibilant affricate consonant
tɕʷʰː	labialized aspirated long voiceless alveolo-palatal sibilant affricate consonant
tɕʷʰˠ	labialized aspirated velarized voiceless alveolo-palatal sibilant affricate consonant
